,Network,maze_1,maze_2,std,mean,error
45,classification-vgg11_bn-pretrained-2.pkl,98.07692307692307,97.22222222222221,0.6043647702449102,97.64957264957263,0.8376068376068345
46,classification-vgg11_bn-pretrained-3.pkl,61.53846153846154,97.22222222222221,25.232229157725087,79.38034188034187,34.97008547008546
47,classification-vgg19_bn-pretrained-0.pkl,53.84615384615385,97.22222222222221,30.6715120899293,75.53418803418803,42.508547008547
48,classification-vgg19_bn-pretrained-1.pkl,46.15384615384615,97.22222222222221,36.110795022133516,71.68803418803418,50.047008547008545
49,classification-vgg19_bn-pretrained-2.pkl,61.53846153846154,50.0,8.158924398306318,55.769230769230774,11.307692307692308
50,classification-vgg19_bn-pretrained-3.pkl,53.84615384615385,50.0,2.7196414661021064,51.92307692307692,3.7692307692307696
51,classification-xresnet18-notpretrained-0.pkl,34.61538461538461,50.0,10.878565864408424,42.30769230769231,15.076923076923077
52,classification-xresnet18-notpretrained-1.pkl,34.61538461538461,50.0,10.878565864408424,42.30769230769231,15.076923076923077
53,classification-xresnet18-notpretrained-2.pkl,34.61538461538461,97.22222222222221,44.26971942043983,65.9188034188034,61.35470085470084
54,classification-xresnet18-notpretrained-3.pkl,76.92307692307693,83.33333333333334,4.532735776836842,80.12820512820514,6.282051282051279
55,classification-xresnet18-pretrained-0.pkl,34.61538461538461,97.22222222222221,44.26971942043983,65.9188034188034,61.35470085470084
56,classification-xresnet18-pretrained-1.pkl,34.61538461538461,50.0,10.878565864408424,42.30769230769231,15.076923076923077
57,classification-xresnet18-pretrained-2.pkl,34.61538461538461,69.44444444444444,24.627864387480184,52.02991452991453,34.13247863247863
58,classification-xresnet18-pretrained-3.pkl,34.61538461538461,83.33333333333334,34.448791903960014,58.97435897435898,47.743589743589745
59,classification-xresnet18_deep-notpretrained-0.pkl,25.0,30.555555555555557,3.9283710065919317,27.77777777777778,5.4444444444444455
60,classification-xresnet18_deep-notpretrained-1.pkl,46.15384615384615,83.33333333333334,26.289867505653696,64.74358974358975,36.435897435897445
61,classification-xresnet18_deep-notpretrained-2.pkl,46.15384615384615,50.0,2.7196414661021064,48.07692307692308,3.7692307692307696
62,classification-xresnet18_deep-notpretrained-3.pkl,19.230769230769234,36.11111111111111,11.936204212337016,27.67094017094017,16.542735042735035
63,classification-xresnet18_deep-pretrained-0.pkl,34.61538461538461,97.22222222222221,44.26971942043983,65.9188034188034,61.35470085470084
64,classification-xresnet18_deep-pretrained-1.pkl,44.230769230769226,83.33333333333334,27.64968823870475,63.782051282051285,38.320512820512825
65,classification-xresnet18_deep-pretrained-2.pkl,44.230769230769226,27.77777777777778,11.63402182721456,36.0042735042735,16.123931623931618
66,classification-xresnet18_deep-pretrained-3.pkl,46.15384615384615,30.555555555555557,11.02965705696965,38.35470085470085,15.286324786324785
67,classification-xresnet18_deeper-notpretrained-0.pkl,34.61538461538461,83.33333333333334,34.448791903960014,58.97435897435898,47.743589743589745
68,classification-xresnet18_deeper-notpretrained-1.pkl,46.15384615384615,83.33333333333334,26.289867505653696,64.74358974358975,36.435897435897445
69,classification-xresnet18_deeper-notpretrained-2.pkl,30.76923076923077,50.0,13.598207330510528,40.38461538461539,18.846153846153843
70,classification-xresnet18_deeper-notpretrained-3.pkl,19.230769230769234,50.0,21.757131728816844,34.61538461538461,30.153846153846146
71,classification-xresnet18_deeper-pretrained-0.pkl,61.53846153846154,50.0,8.158924398306318,55.769230769230774,11.307692307692308
72,classification-xresnet18_deeper-pretrained-1.pkl,46.15384615384615,50.0,2.7196414661021064,48.07692307692308,3.7692307692307696
73,classification-xresnet18_deeper-pretrained-2.pkl,59.61538461538461,66.66666666666666,4.986009354520522,63.141025641025635,6.9102564102564035
74,classification-xresnet18_deeper-pretrained-3.pkl,98.07692307692307,97.22222222222221,0.6043647702449102,97.64957264957263,0.8376068376068345
75,classification-xresnet50-notpretrained-0.pkl,34.61538461538461,50.0,10.878565864408424,42.30769230769231,15.076923076923077
76,classification-xresnet50-notpretrained-1.pkl,21.153846153846153,33.33333333333333,8.612197975989998,27.24358974358974,11.935897435897429
77,classification-xresnet50-notpretrained-2.pkl,34.61538461538461,36.11111111111111,1.0576383479285953,35.363247863247864,1.465811965811964
78,classification-xresnet50-notpretrained-3.pkl,34.61538461538461,50.0,10.878565864408424,42.30769230769231,15.076923076923077
79,classification-xresnet50-pretrained-0.pkl,34.61538461538461,50.0,10.878565864408424,42.30769230769231,15.076923076923077
80,classification-xresnet50-pretrained-1.pkl,34.61538461538461,97.22222222222221,44.26971942043983,65.9188034188034,61.35470085470084
81,classification-xresnet50-pretrained-2.pkl,34.61538461538461,50.0,10.878565864408424,42.30769230769231,15.076923076923077
82,classification-xresnet50-pretrained-3.pkl,76.92307692307693,52.77777777777778,17.073304759418782,64.85042735042735,23.66239316239317
83,classification-xresnet50_deep-notpretrained-0.pkl,46.15384615384615,33.33333333333333,9.065471553673689,39.74358974358974,12.564102564102566
84,classification-xresnet50_deep-notpretrained-1.pkl,46.15384615384615,50.0,2.7196414661021064,48.07692307692308,3.7692307692307696
85,classification-xresnet50_deep-notpretrained-2.pkl,46.15384615384615,50.0,2.7196414661021064,48.07692307692308,3.7692307692307696
86,classification-xresnet50_deep-notpretrained-3.pkl,46.15384615384615,50.0,2.7196414661021064,48.07692307692308,3.7692307692307696
87,classification-xresnet50_deep-pretrained-0.pkl,98.07692307692307,97.22222222222221,0.6043647702449102,97.64957264957263,0.8376068376068345
88,classification-xresnet50_deep-pretrained-1.pkl,98.07692307692307,97.22222222222221,0.6043647702449102,97.64957264957263,0.8376068376068345
89,classification-xresnet50_deep-pretrained-2.pkl,21.153846153846153,86.11111111111111,45.93172253861335,53.63247863247864,63.658119658119666
90,classification-xresnet50_deep-pretrained-3.pkl,98.07692307692307,97.22222222222221,0.6043647702449102,97.64957264957263,0.8376068376068345
91,classification-xresnet50_deeper-notpretrained-0.pkl,46.15384615384615,97.22222222222221,36.110795022133516,71.68803418803418,50.047008547008545
92,classification-xresnet50_deeper-notpretrained-1.pkl,55.769230769230774,33.33333333333333,15.864575218928957,44.55128205128205,21.987179487179496
93,classification-xresnet50_deeper-notpretrained-2.pkl,46.15384615384615,97.22222222222221,36.110795022133516,71.68803418803418,50.047008547008545
94,classification-xresnet50_deeper-notpretrained-3.pkl,53.84615384615385,50.0,2.7196414661021064,51.92307692307692,3.7692307692307696
95,classification-xresnet50_deeper-pretrained-0.pkl,71.15384615384616,97.22222222222221,18.433125492469816,84.18803418803418,25.547008547008527
96,classification-xresnet50_deeper-pretrained-1.pkl,63.46153846153846,97.22222222222221,23.872408424674035,80.34188034188034,33.08547008547008
97,classification-xresnet50_deeper-pretrained-2.pkl,98.07692307692307,97.22222222222221,0.6043647702449102,97.64957264957263,0.8376068376068345
98,classification-xresnet50_deeper-pretrained-3.pkl,48.07692307692308,83.33333333333334,24.930046772602644,65.7051282051282,34.55128205128206
99,classification-xresnext18-notpretrained-0.pkl,34.61538461538461,50.0,10.878565864408424,42.30769230769231,15.076923076923077
100,classification-xresnext18-notpretrained-1.pkl,21.153846153846153,50.0,20.397310995765796,35.57692307692308,28.26923076923077
101,classification-xresnext18-notpretrained-2.pkl,34.61538461538461,50.0,10.878565864408424,42.30769230769231,15.076923076923077
102,classification-xresnext18-notpretrained-3.pkl,34.61538461538461,83.33333333333334,34.448791903960014,58.97435897435898,47.743589743589745
103,classification-xresnext18-pretrained-0.pkl,32.69230769230769,83.33333333333334,35.808612637011066,58.01282051282052,49.62820512820513
104,classification-xresnext18-pretrained-1.pkl,32.69230769230769,41.66666666666667,6.345830087571582,37.17948717948718,8.794871794871797
105,classification-xresnext18-pretrained-2.pkl,88.46153846153845,19.444444444444446,48.802455197276664,53.95299145299145,67.63675213675211
106,classification-xresnext18-pretrained-3.pkl,98.07692307692307,69.44444444444444,20.24621980320456,83.76068376068375,28.05982905982905
107,classification-xresnext50-notpretrained-0.pkl,21.153846153846153,5.555555555555555,11.02965705696965,13.354700854700855,15.286324786324785
108,classification-xresnext50-notpretrained-1.pkl,34.61538461538461,36.11111111111111,1.0576383479285953,35.363247863247864,1.465811965811964
109,classification-xresnext50-notpretrained-2.pkl,34.61538461538461,36.11111111111111,1.0576383479285953,35.363247863247864,1.465811965811964
110,classification-xresnext50-notpretrained-3.pkl,34.61538461538461,83.33333333333334,34.448791903960014,58.97435897435898,47.743589743589745
111,classification-xresnext50-pretrained-0.pkl,19.230769230769234,16.666666666666664,1.8130943107347408,17.94871794871795,2.5128205128205177
112,classification-xresnext50-pretrained-1.pkl,98.07692307692307,41.66666666666667,39.88807483616421,69.87179487179486,55.28205128205126
113,classification-xresnext50-pretrained-2.pkl,19.230769230769234,69.44444444444444,35.5064302518886,44.33760683760684,49.2094017094017
114,classification-xresnext50-pretrained-3.pkl,21.153846153846153,22.22222222222222,0.7554559628061404,21.688034188034187,1.0470085470085468
115,classification-xse_resnet18-notpretrained-0.pkl,34.61538461538461,50.0,10.878565864408424,42.30769230769231,15.076923076923077
116,classification-xse_resnet18-notpretrained-1.pkl,34.61538461538461,83.33333333333334,34.448791903960014,58.97435897435898,47.743589743589745
117,classification-xse_resnet18-notpretrained-2.pkl,98.07692307692307,97.22222222222221,0.6043647702449102,97.64957264957263,0.8376068376068345
118,classification-xse_resnet18-notpretrained-3.pkl,19.230769230769234,50.0,21.757131728816844,34.61538461538461,30.153846153846146
119,classification-xse_resnet18-pretrained-0.pkl,21.153846153846153,19.444444444444446,1.208729540489823,20.2991452991453,1.6752136752136726
120,classification-xse_resnet18-pretrained-1.pkl,61.53846153846154,83.33333333333334,15.411301641245272,72.43589743589745,21.358974358974365
121,classification-xse_resnet18-pretrained-2.pkl,19.230769230769234,22.22222222222222,2.1152766958571907,20.726495726495727,2.931623931623928
122,classification-xse_resnet18-pretrained-3.pkl,19.230769230769234,19.444444444444446,0.15109119256122755,19.33760683760684,0.20940170940170863
123,classification-xse_resnet50-notpretrained-0.pkl,34.61538461538461,50.0,10.878565864408424,42.30769230769231,15.076923076923077
124,classification-xse_resnet50-notpretrained-1.pkl,34.61538461538461,50.0,10.878565864408424,42.30769230769231,15.076923076923077
125,classification-xse_resnet50-notpretrained-2.pkl,21.153846153846153,5.555555555555555,11.02965705696965,13.354700854700855,15.286324786324785
126,classification-xse_resnet50-pretrained-0.pkl,19.230769230769234,27.77777777777778,6.043647702449123,23.504273504273506,8.376068376068375
127,classification-xse_resnet50-pretrained-1.pkl,69.23076923076923,22.22222222222222,33.24006236347018,45.72649572649573,46.06837606837606
128,classification-xse_resnet50-pretrained-2.pkl,40.38461538461539,19.444444444444446,14.806936871000355,29.914529914529915,20.52136752136752
129,classification-xse_resnext18-notpretrained-0.pkl,25.0,36.11111111111111,7.856742013183858,30.555555555555554,10.888888888888884
130,classification-xse_resnext18-notpretrained-1.pkl,34.61538461538461,83.33333333333334,34.448791903960014,58.97435897435898,47.743589743589745
131,classification-xse_resnext18-notpretrained-2.pkl,46.15384615384615,58.333333333333336,8.612197975990004,52.243589743589745,11.935897435897436
132,classification-xse_resnext18-notpretrained-3.pkl,34.61538461538461,50.0,10.878565864408424,42.30769230769231,15.076923076923077
133,classification-xse_resnext18-pretrained-0.pkl,53.84615384615385,38.88888888888889,10.576383479285965,46.36752136752137,14.658119658119656
134,classification-xse_resnext18-pretrained-1.pkl,61.53846153846154,41.66666666666667,14.051480908194211,51.6025641025641,19.474358974358967
135,classification-xse_resnext18-pretrained-2.pkl,34.61538461538461,25.0,6.799103665255263,29.807692307692307,9.42307692307692
136,classification-xse_resnext18-pretrained-3.pkl,26.923076923076923,36.11111111111111,6.496921280132805,31.517094017094017,9.004273504273499
137,classification-xse_resnext18_deep-notpretrained-0.pkl,30.76923076923077,50.0,13.598207330510528,40.38461538461539,18.846153846153843
138,classification-xse_resnext18_deep-notpretrained-1.pkl,30.76923076923077,50.0,13.598207330510528,40.38461538461539,18.846153846153843
139,classification-xse_resnext18_deep-notpretrained-2.pkl,21.153846153846153,55.55555555555556,24.325682002357727,38.35470085470085,33.71367521367522
140,classification-xse_resnext18_deep-notpretrained-3.pkl,19.230769230769234,50.0,21.757131728816844,34.61538461538461,30.153846153846146
141,classification-xse_resnext18_deep-pretrained-0.pkl,46.15384615384615,27.77777777777778,12.993842560265616,36.965811965811966,18.008547008547005
142,classification-xse_resnext18_deep-pretrained-1.pkl,46.15384615384615,22.22222222222222,16.922213566857547,34.18803418803419,23.452991452991448
143,classification-xse_resnext18_deep-pretrained-2.pkl,46.15384615384615,22.22222222222222,16.922213566857547,34.18803418803419,23.452991452991448
144,classification-xse_resnext18_deep-pretrained-3.pkl,46.15384615384615,19.444444444444446,18.88639907015351,32.7991452991453,26.17521367521367
145,classification-xse_resnext18_deeper-notpretrained-0.pkl,98.07692307692307,33.33333333333333,45.78063134605211,65.7051282051282,63.448717948717935
146,classification-xse_resnext18_deeper-notpretrained-1.pkl,25.0,36.11111111111111,7.856742013183858,30.555555555555554,10.888888888888884
147,classification-xse_resnext18_deeper-notpretrained-2.pkl,53.84615384615385,50.0,2.7196414661021064,51.92307692307692,3.7692307692307696
148,classification-xse_resnext18_deeper-notpretrained-3.pkl,50.0,33.33333333333333,11.785113019775796,41.666666666666664,16.333333333333336
149,classification-xse_resnext18_deeper-pretrained-0.pkl,46.15384615384615,25.0,14.958028063561581,35.57692307692308,20.730769230769226
150,classification-xse_resnext18_deeper-pretrained-1.pkl,46.15384615384615,19.444444444444446,18.88639907015351,32.7991452991453,26.17521367521367
151,classification-xse_resnext18_deeper-pretrained-2.pkl,98.07692307692307,50.0,33.99551832627631,74.03846153846153,47.1153846153846
152,classification-xse_resnext18_deeper-pretrained-3.pkl,46.15384615384615,97.22222222222221,36.110795022133516,71.68803418803418,50.047008547008545
153,classification-xse_resnext50-notpretrained-0.pkl,19.230769230769234,5.555555555555555,9.6698363239186,12.393162393162395,13.401709401709402
154,classification-xse_resnext50-notpretrained-1.pkl,19.230769230769234,50.0,21.757131728816844,34.61538461538461,30.153846153846146
155,classification-xse_resnext50-notpretrained-2.pkl,34.61538461538461,50.0,10.878565864408424,42.30769230769231,15.076923076923077
156,classification-xse_resnext50-notpretrained-3.pkl,34.61538461538461,69.44444444444444,24.627864387480184,52.02991452991453,34.13247863247863
157,classification-xse_resnext50-pretrained-0.pkl,19.230769230769234,27.77777777777778,6.043647702449123,23.504273504273506,8.376068376068375
158,classification-xse_resnext50-pretrained-1.pkl,19.230769230769234,27.77777777777778,6.043647702449123,23.504273504273506,8.376068376068375
159,classification-xse_resnext50-pretrained-2.pkl,21.153846153846153,27.77777777777778,4.683826969398072,24.465811965811966,6.491452991452992
160,classification-xse_resnext50-pretrained-3.pkl,40.38461538461539,33.33333333333333,4.986009354520532,36.85897435897436,6.910256410256417
161,classification-xse_resnext50_deep-notpretrained-0.pkl,46.15384615384615,97.22222222222221,36.110795022133516,71.68803418803418,50.047008547008545
162,classification-xse_resnext50_deep-notpretrained-1.pkl,23.076923076923077,97.22222222222221,52.428643818746146,60.14957264957265,72.66239316239314
163,classification-xse_resnext50_deep-notpretrained-2.pkl,46.15384615384615,50.0,2.7196414661021064,48.07692307692308,3.7692307692307696
164,classification-xse_resnext50_deep-notpretrained-3.pkl,46.15384615384615,36.11111111111111,7.101286050377723,41.13247863247863,9.841880341880344
165,classification-xse_resnext50_deep-pretrained-0.pkl,46.15384615384615,16.666666666666664,20.85058457344948,31.41025641025641,28.8974358974359
166,classification-xse_resnext50_deep-pretrained-1.pkl,46.15384615384615,13.88888888888889,22.814770076745443,30.021367521367523,31.619658119658116
167,classification-xse_resnext50_deep-pretrained-2.pkl,19.230769230769234,16.666666666666664,1.8130943107347408,17.94871794871795,2.5128205128205177
168,classification-xse_resnext50_deep-pretrained-3.pkl,94.23076923076923,16.666666666666664,54.8461028997258,55.44871794871794,76.0128205128205
169,classification-xse_resnext50_deeper-notpretrained-0.pkl,46.15384615384615,33.33333333333333,9.065471553673689,39.74358974358974,12.564102564102566
170,classification-xse_resnext50_deeper-notpretrained-1.pkl,34.61538461538461,97.22222222222221,44.26971942043983,65.9188034188034,61.35470085470084
171,classification-xse_resnext50_deeper-notpretrained-2.pkl,34.61538461538461,50.0,10.878565864408424,42.30769230769231,15.076923076923077
172,classification-xse_resnext50_deeper-notpretrained-3.pkl,34.61538461538461,83.33333333333334,34.448791903960014,58.97435897435898,47.743589743589745
173,classification-xse_resnext50_deeper-pretrained-0.pkl,46.15384615384615,30.555555555555557,11.02965705696965,38.35470085470085,15.286324786324785
174,classification-xse_resnext50_deeper-pretrained-1.pkl,34.61538461538461,19.444444444444446,10.727474671847192,27.029914529914528,14.86752136752136
175,classification-xse_resnext50_deeper-pretrained-2.pkl,98.07692307692307,27.77777777777778,49.70900235264404,62.92735042735042,68.89316239316238
176,classification-xse_resnext50_deeper-pretrained-3.pkl,46.15384615384615,83.33333333333334,26.289867505653696,64.74358974358975,36.435897435897445
